DriverId,TeamId,Season,RoundNumber,RacesInGEEra,LocationId,RainBefore,RainDuring,WindSpeed,ApparentTemp,RelativeHumidity,StartingPos,QualifyingPos,GapToPole,TeammateQualifyingPos,Retired,FinishingPos
19,1,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,1.0,1.0,0.0,2.0,False,1.0
15,4,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,4.0,4.0,0.505,5.0,False,2.0
18,1,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,2.0,2.0,0.322,1.0,False,3.0
1,3,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,6.0,6.0,0.629,7.0,False,4.0
2,3,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,7.0,7.0,0.637,6.0,False,5.0
4,2,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,8.0,8.0,0.773,18.0,False,6.0
9,10,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,3.0,3.0,0.488,11.0,False,7.0
24,4,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,5.0,5.0,0.613,4.0,False,8.0
3,2,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,18.0,18.0,1.913,8.0,False,9.0
17,8,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,9.0,9.0,0.944,17.0,False,10.0
7,5,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,13.0,13.0,1.563,15.0,False,11.0
13,9,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,14.0,14.0,1.581,20.0,False,12.0
20,5,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,15.0,15.0,1.803,13.0,False,13.0
10,7,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,16.0,16.0,1.845,10.0,False,14.0
12,10,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,11.0,11.0,1.178,3.0,False,15.0
5,8,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,17.0,17.0,1.8559999999999999,9.0,False,16.0
23,9,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,20.0,20.0,2.698,14.0,False,17.0
14,6,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,12.0,12.0,1.274,19.0,True,18.0
8,6,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,19.0,19.0,2.086,12.0,True,19.0
6,7,2024,5,49,25,0.0,0.0,6.699999999999999,18.35,72.75,10.0,10.0,1.005,16.0,True,20.0
